OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_CODE,FMR_AREANAME,SHAPE_Length,SHAPE_Area
253,595,599,705,1001,1207,NCNTY01045N01045,"Dale County, AL",0.981779003513295,0.0234942569647055
254,595,599,705,1001,1207,NCNTY01045N01045,"Dale County, AL",1.27536231280101,0.0585889967365286
255,595,599,705,1001,1207,NCNTY01045N01045,"Dale County, AL",0.985723993975559,0.0246232343666925
256,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",1.07909274474978,0.0244750385693466
257,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.672157098477643,0.0185956809510543
258,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",1.22153868878777,0.0398254497760515
259,530,536,705,871,1182,NCNTY01023N01023,"Choctaw County, AL",1.74041697707895,0.0556379036859227
260,530,550,705,1001,1207,NCNTY01025N01025,"Clarke County, AL",1.93990967010913,0.0796307539745433
261,530,550,705,1001,1207,NCNTY01025N01025,"Clarke County, AL",2.24593781134064,0.0575600050777742
262,647,757,897,1189,1428,METRO26620M26620,"Huntsville, AL MSA",0.624632723767167,0.0162088324823341
263,647,757,897,1189,1428,METRO26620M26620,"Huntsville, AL MSA",0.308129462654218,0.00571402770068637
264,647,757,897,1189,1428,METRO26620M26620,"Huntsville, AL MSA",1.33781030482521,0.0387821434660466
265,535,538,705,952,956,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",2.12781760177057,0.0924317335039017
266,530,536,705,982,1006,NCNTY01019N01019,"Cherokee County, AL",1.28805071048507,0.0486749979351977
267,530,536,705,982,1006,NCNTY01019N01019,"Cherokee County, AL",0.901364555637465,0.0393393699566401
268,529,561,738,912,1001,NCNTY01047N01047,"Dallas County, AL",1.25276664139474,0.0204737196678648
269,529,561,738,912,1001,NCNTY01047N01047,"Dallas County, AL",0.997565678294261,0.0199587863608667
270,529,561,738,912,1001,NCNTY01047N01047,"Dallas County, AL",1.24473542306483,0.0488978556783842
271,529,561,738,912,1001,NCNTY01047N01047,"Dallas County, AL",1.44209052408308,0.0383123290845089
272,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.461365766945149,0.00953521018698967
273,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.923966114533226,0.0115099945445848
274,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.655874885875402,0.0111070500064064
275,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",1.42682380196521,0.0353244381033476
276,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.465488011085478,0.00867293736346618
277,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.572838068017655,0.0103295701854847
278,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.6713810449312,0.012490818117719
279,595,599,705,1001,1207,NCNTY01045N01045,"Dale County, AL",0.585198339504701,0.0149234544700822
280,595,599,705,1001,1207,NCNTY01045N01045,"Dale County, AL",0.727160861789833,0.016620923014552
281,559,607,747,1009,1013,NCNTY01043N01043,"Cullman County, AL",1.05757232155467,0.0389767066481308
282,559,607,747,1009,1013,NCNTY01043N01043,"Cullman County, AL",0.724655776918596,0.0138213651435753
283,559,607,747,1009,1013,NCNTY01043N01043,"Cullman County, AL",0.773389736377774,0.0130670590976146
284,559,607,747,1009,1013,NCNTY01043N01043,"Cullman County, AL",0.564755378095989,0.00554179076353227
285,546,552,726,915,1243,NCNTY01087N01087,"Macon County, AL",0.987557331181381,0.0243925788904011
286,546,552,726,915,1243,NCNTY01087N01087,"Macon County, AL",1.19090128404991,0.0318131659964597
287,546,552,726,915,1243,NCNTY01087N01087,"Macon County, AL",0.829647199339291,0.0234143817398927
288,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.926167779606835,0.0194409653916361
289,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",1.05670983866443,0.0165211123361757
290,535,538,705,952,956,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",0.837570083859093,0.0340902237098981
291,535,538,705,952,956,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",0.859754403315791,0.0308873396518955
292,535,538,705,952,956,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",0.848058462833528,0.0278176037234976
293,643,764,914,1156,1494,METRO33860M33860,"Montgomery, AL MSA",1.35514634589147,0.0471917682696668
294,643,764,914,1156,1494,METRO33860M33860,"Montgomery, AL MSA",0.975290026283521,0.0375621679812613
295,530,536,705,929,1145,NCNTY01039N01039,"Covington County, AL",1.14156769466568,0.0507999871861839
296,530,536,705,929,1145,NCNTY01039N01039,"Covington County, AL",1.15484516595299,0.0351622809918105
297,530,536,705,929,1145,NCNTY01039N01039,"Covington County, AL",1.32291643938545,0.0422950210723228
298,561,565,705,929,1043,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",1.79655853517842,0.0652269294320242
299,561,565,705,929,1043,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",0.80835269001422,0.0290092632144456
300,561,565,705,929,1043,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",0.476758672611944,0.0107155386490116
301,561,565,705,929,1043,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",0.592503883536535,0.0193845374229713
302,562,565,705,871,956,METRO46220M01063,"Greene County, AL HUD Metro FMR Area",1.52521205255799,0.0385284246491182
303,562,565,705,871,956,METRO46220M01063,"Greene County, AL HUD Metro FMR Area",1.49124512211419,0.0493987282314357
304,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",0.894938378842896,0.0255332124470607
305,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",1.4687902089658,0.0543793527421462
306,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",0.787580982160354,0.0201836488877235
307,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",0.997537892642561,0.0309555045892333
308,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",1.30189845902473,0.0545940776877822
309,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",0.478520182999918,0.00945301641003446
310,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",0.969767104559631,0.0357030699753585
311,530,595,705,871,1043,NCNTY01071N01071,"Jackson County, AL",1.13789217382536,0.0566022602310231
312,543,566,705,901,956,METRO33660M01129,"Washington County, AL HUD Metro FMR Area",1.02626310025873,0.0383364730555864
313,543,566,705,901,956,METRO33660M01129,"Washington County, AL HUD Metro FMR Area",1.58370362418552,0.0585404506483716
314,662,690,861,1148,1244,METRO33660M33660,"Mobile, AL HUD Metro FMR Area",1.12437649868274,0.0587428313711829
315,662,690,861,1148,1244,METRO33660M33660,"Mobile, AL HUD Metro FMR Area",1.09488549897038,0.0279128228481248
316,662,690,861,1148,1244,METRO33660M33660,"Mobile, AL HUD Metro FMR Area",0.714962453500099,0.0147193681337199
317,532,536,705,871,980,NCNTY01005N01005,"Barbour County, AL",1.00706112568441,0.0327227758303991
318,532,536,705,871,980,NCNTY01005N01005,"Barbour County, AL",1.58957901310892,0.0748175467555501
319,530,619,705,906,1043,NCNTY01091N01091,"Marengo County, AL",1.20470928930064,0.0433828783317359
320,530,619,705,906,1043,NCNTY01091N01091,"Marengo County, AL",1.76996939375971,0.0658677266514174
321,530,619,705,906,1043,NCNTY01091N01091,"Marengo County, AL",0.904764319218866,0.0273498913777185
322,530,619,705,906,1043,NCNTY01091N01091,"Marengo County, AL",1.090155530317,0.0377804343570121
323,530,536,705,929,1145,NCNTY01039N01039,"Covington County, AL",1.09507933713013,0.0384595146505277
324,527,545,717,981,1181,NCNTY01123N01123,"Tallapoosa County, AL",1.675287095877,0.0679502698093727
325,527,545,717,981,1181,NCNTY01123N01123,"Tallapoosa County, AL",1.30945886932132,0.0435921321685572
326,527,545,717,981,1181,NCNTY01123N01123,"Tallapoosa County, AL",1.05871312600896,0.0370099697376999
327,527,545,717,981,1181,NCNTY01123N01123,"Tallapoosa County, AL",0.663780579358213,0.0143029732268307
328,530,589,705,915,956,NCNTY01075N01075,"Lamar County, AL",1.15562771952358,0.048068134884423
329,815,820,1072,1507,1662,NCNTY02122N02122,"Kenai Peninsula Borough, AK",40.4598734707357,5.35738406300362
330,815,820,1072,1507,1662,NCNTY02122N02122,"Kenai Peninsula Borough, AK",19.3038527962493,1.49048977039074
331,877,948,1248,1773,2136,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",5.03701426636048,0.74876586701382
332,886,1014,1334,1777,2268,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",35.7334377910479,1.78515322360932
333,1074,1224,1611,1991,2185,NCNTY02185N02185,"North Slope Borough, AK",112.467290551249,52.7843328153761
334,744,796,1016,1256,1378,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",71.71763919208,1.795102944079
335,958,1154,1442,2048,2432,NCNTY02110N02110,"Juneau City and Borough, AK",12.6750399536056,1.10016781078629
336,833,910,1198,1481,1797,NCNTY02282N02282,"Yakutat City and Borough, AK",26.961217706915,3.23881681096262
337,685,749,985,1399,1494,NCNTY02060N02060,"Bristol Bay Borough, AK",2.53476118221128,0.206062362577763
338,594,750,855,1215,1282,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",37.8147621275722,21.6613206869213
339,744,796,1016,1256,1378,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",1.34284252744403,0.0716307416790987
340,1097,1255,1651,2041,2476,NCNTY02016N02016,"Aleutians West Census Area, AK",62.5950602796792,1.52661518144087
341,858,943,1234,1532,1673,NCNTY02070N02070,"Dillingham Census Area, AK",22.5860375710003,7.84949223709772
342,1242,1362,1698,2099,2547,NCNTY02050N02050,"Bethel Census Area, AK",22.1410906373439,8.4175172699952
343,877,1003,1320,1875,2259,METRO21820M21820,"Fairbanks, AK MSA",13.2803472450814,3.63514248321361
344,831,919,1195,1477,1995,NCNTY02195N02195,Petersburg Borough,20.0266321266541,1.11605117135707
345,668,717,944,1321,1416,NCNTY02275N02275,"Wrangell City and Borough, AK",21.9871552293657,0.970595638501864
346,919,1060,1313,1623,1969,NCNTY02230N02230,"Skagway Municipality, AK",2.46332095713237,0.178790656863618
347,594,750,855,1215,1282,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",28.3009416645697,14.6949709985586
348,594,750,855,1215,1282,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",52.5431279031049,37.9006462331091
349,1016,1110,1461,1806,2191,NCNTY02068N02068,"Denali Borough, AK",15.2413251458104,5.94492186928677
350,732,800,1053,1302,1579,NCNTY02100N02100,"Haines Borough, AK",12.464804821255,0.967533711567595
351,744,796,1016,1256,1378,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",2.4322549368441,0.0496783574941835
352,786,859,1130,1397,1532,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",55.4502744792568,2.58084696665262
353,1242,1362,1698,2099,2547,NCNTY02050N02050,"Bethel Census Area, AK",53.8330299898789,9.46459024169303
354,786,859,1130,1397,1532,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",0.163701304948727,0.000774086885424026
355,574,680,825,1161,1287,NCNTY02164N02164,"Lake and Peninsula Borough, AK",43.4226047048767,10.5589034976117
356,604,660,868,1073,1302,NCNTY02158N02158,Kusilvak Census Area,36.1611701593161,8.00398909471873
357,927,933,1228,1744,1955,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",22.0912259223333,11.8734742841776
358,1042,1192,1568,1938,2402,NCNTY02150N02150,"Kodiak Island Borough, AK",66.7239450722278,2.63955724357331
359,1015,1161,1528,2064,2072,NCNTY02188N02188,"Northwest Arctic Borough, AK",52.7933761930475,19.3772676743334
360,1190,1197,1501,2028,2035,NCNTY02180N02180,"Nome Census Area, AK",77.1314867026085,11.3346294165517
361,810,885,1165,1440,1747,NCNTY02013N02013,"Aleutians East Borough, AK",57.5574960557572,2.58255846395974
362,907,1040,1229,1715,2009,NCNTY02220N02220,"Sitka City and Borough, AK",33.6976013092762,1.12390964204493
363,573,752,857,1069,1201,NCNTY04011N04011,"Greenlee County, AZ",2.63344007461736,0.352487177790846
364,573,752,857,1069,1201,NCNTY04011N04011,"Greenlee County, AZ",1.75338572180536,0.110298177255098
365,667,766,969,1364,1539,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",4.19933619376122,0.741826807299475
366,780,785,1033,1416,1421,NCNTY04007N04007,"Gila County, AZ",3.69214496958495,0.208373975141823
367,1138,1166,1474,1868,2245,METRO22380M22380,"Flagstaff, AZ MSA",9.0906761431517,1.21345772832166
368,1138,1166,1474,1868,2245,METRO22380M22380,"Flagstaff, AZ MSA",5.16295991814658,0.731070464468344
369,1138,1166,1474,1868,2245,METRO22380M22380,"Flagstaff, AZ MSA",2.19733055069312,0.234268497885077
370,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.07017154911523,0.0440875739780857
371,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",3.51539924186596,0.273277217641656
372,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",3.39182036536496,0.271861522713903
373,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",4.28688586191325,0.748364702498808
374,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",2.74879636193102,0.352198598699629
375,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.71425903781055,0.103514115917002
376,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",3.41685568067824,0.452530785611591
377,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.26801660174627,0.037602399155753
378,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.08369900534482,0.0311671209793362
379,686,690,907,1288,1552,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",2.25108688943968,0.15318924083892
380,686,690,907,1288,1552,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",3.08818501742227,0.340120030811213
381,686,690,907,1288,1552,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",2.60963352998996,0.181971787041984
382,667,766,969,1364,1539,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",5.85785645815037,1.32130175194968
383,667,766,969,1364,1539,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",5.57605970971226,1.21706272453194
384,667,766,969,1364,1539,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",2.33407030873146,0.192161347625145
385,733,894,1103,1537,1724,METRO39140M39140,"Prescott, AZ MSA",3.8736899307413,0.389865468871196
386,733,894,1103,1537,1724,METRO39140M39140,"Prescott, AZ MSA",3.46425831048241,0.261082039946774
387,733,894,1103,1537,1724,METRO39140M39140,"Prescott, AZ MSA",2.6055831030637,0.189562142637577
388,733,894,1103,1537,1724,METRO39140M39140,"Prescott, AZ MSA",5.25787536386268,0.565060362639765
389,633,715,941,1237,1307,NCNTY04017N04017,"Navajo County, AZ",4.4163197119841,0.442314350841611
390,633,715,941,1237,1307,NCNTY04017N04017,"Navajo County, AZ",3.21345420852152,0.213746536235117
391,633,715,941,1237,1307,NCNTY04017N04017,"Navajo County, AZ",3.34971073594078,0.258733439247325
392,780,785,1033,1416,1421,NCNTY04007N04007,"Gila County, AZ",4.57913680270349,0.20204536988303
393,780,785,1033,1416,1421,NCNTY04007N04007,"Gila County, AZ",0.954842035915039,0.0369293572730506
394,780,785,1033,1416,1421,NCNTY04007N04007,"Gila County, AZ",2.46685705026753,0.175268951378553
395,780,785,1033,1416,1421,NCNTY04007N04007,"Gila County, AZ",3.32286373613857,0.330653566433358
396,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",2.11881896185392,0.109073989919498
397,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.11055677594928,0.0498264999431993
398,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.46866918754915,0.099045759264924
399,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.50193378978008,0.10388308657303
400,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",0.918020237005689,0.0301497661519908
401,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",3.03066630521841,0.252145226522753
402,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",3.33609302757265,0.389778895706574
403,780,785,1033,1416,1421,NCNTY04007N04007,"Gila County, AZ",3.46353476763136,0.255812657747826
404,1138,1166,1474,1868,2245,METRO22380M22380,"Flagstaff, AZ MSA",2.07766785226858,0.071551268143385
405,1138,1166,1474,1868,2245,METRO22380M22380,"Flagstaff, AZ MSA",8.24586684786384,1.02204825531376
406,821,824,957,1359,1517,NCNTY04009N04009,"Graham County, AZ",2.62376891343103,0.130847218926063
407,821,824,957,1359,1517,NCNTY04009N04009,"Graham County, AZ",3.31496527674491,0.306093785190266
408,686,690,907,1288,1552,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",3.94302659733111,0.397696015058926
409,733,894,1103,1537,1724,METRO39140M39140,"Prescott, AZ MSA",4.21061936262682,0.523282848074169
410,733,894,1103,1537,1724,METRO39140M39140,"Prescott, AZ MSA",2.77220008246791,0.139762587331909
411,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",2.54534305201335,0.269362121653276
412,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",2.70236300909001,0.253184313709265
413,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",3.18346142635292,0.306842417316969
414,1005,1091,1311,1825,2078,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",1.6865367401628,0.120315919561573
415,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",4.81767742823562,0.542770326196835
416,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",2.3654363701018,0.197376599567016
417,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",4.94660241179506,0.301957875600586
418,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",4.91531118008732,0.631574552509967
419,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",2.30636397214425,0.153937706169206
420,567,653,854,1121,1204,NCNTY04001N04001,"Apache County, AZ",3.36258367296162,0.413797433991726
421,665,761,1001,1422,1685,METRO46060M46060,"Tucson, AZ MSA",3.00118561130747,0.380192125085144
422,665,761,1001,1422,1685,METRO46060M46060,"Tucson, AZ MSA",3.02788866262309,0.15434181431619
423,665,761,1001,1422,1685,METRO46060M46060,"Tucson, AZ MSA",5.3284259384857,0.934179399650078
424,765,820,943,1220,1316,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",0.692822187607303,0.0110473212137495
425,672,706,924,1222,1383,METRO12220M12220,"Auburn-Opelika, AL MSA",1.16027417515901,0.0352894828053526
426,672,706,924,1222,1383,METRO12220M12220,"Auburn-Opelika, AL MSA",0.970287994270798,0.0345619056558509
427,672,706,924,1222,1383,METRO12220M12220,"Auburn-Opelika, AL MSA",0.79620014531289,0.0179527726154777
428,672,706,924,1222,1383,METRO12220M12220,"Auburn-Opelika, AL MSA",1.01643463780014,0.0318312974413689
